"participant-ID","male","av/Car","perspective","passedSanCheck","perceivedCar","perceivedIden","confidence","trial","decision"
"SSV11","False","False","Observer","True","Computer (AV)","Mitfahrer","100","smallGroups","hitAdults"
"SSV11","False","False","Observer","True","Computer (AV)","Mitfahrer","78","largeGroups","hitAdults"
"DNJ09","True","False","Observer","True","Computer (AV)","Beobachter","63","largeGroups","hitAdults"
"DNJ09","True","False","Observer","True","Computer (AV)","Beobachter","66","smallGroups","hitAdults"
"YVZ10","True","True","Observer","True","Mensch","Mitfahrer","9","smallGroups","hitAdults"
"YVZ10","True","True","Observer","True","Mensch","Mitfahrer","0","largeGroups","hitAdults"
"ARB02","True","False","Passenger","True","Computer (AV)","Beobachter","37","largeGroups","hitAdults"
"ARB02","True","False","Passenger","True","Computer (AV)","Beobachter","69","smallGroups","hitAdults"
"GFB02","True","False","PedSmall","True","Computer (AV)","Fußgänger","65","smallGroups","hitChildren"
"GFB02","True","False","PedSmall","True","Computer (AV)","Fußgänger","18","largeGroups","hitChildren"
"PAH09","False","True","PedSmall","True","Mensch","Fußgänger","64","smallGroups","hitAdults"
"PAH09","False","True","PedSmall","True","Mensch","Fußgänger","66","largeGroups","hitChildren"
"HCS08","True","False","Passenger","True","Computer (AV)","Beobachter","4","largeGroups","hitAdults"
"HCS08","True","False","Passenger","True","Computer (AV)","Beobachter","64","smallGroups","hitAdults"
"ACS23","True","True","PedSmall","True","Computer (AV)","Fußgänger","22","largeGroups","hitChildren"
"ACS23","True","True","PedSmall","True","Computer (AV)","Fußgänger","38","smallGroups","hitChildren"
"ARC09","False","True","Observer","True","Computer (AV)","Beobachter","15","largeGroups","hitAdults"
"ARC09","False","True","Observer","True","Computer (AV)","Beobachter","52","smallGroups","hitAdults"
"BDB10","False","True","PedSmall","True","Computer (AV)","Fußgänger","0","largeGroups","hitAdults"
"BDB10","False","True","PedSmall","True","Computer (AV)","Fußgänger","0","smallGroups","hitAdults"
"KTN03","True","True","Observer","True","Computer (AV)","Mitfahrer","13","smallGroups","hitAdults"
"KTN03","True","True","Observer","True","Computer (AV)","Mitfahrer","0","largeGroups","hitAdults"
"KPR03","False","True","Passenger","True","Computer (AV)","Mitfahrer","71","largeGroups","hitChildren"
"KPR03","False","True","Passenger","True","Computer (AV)","Mitfahrer","87","smallGroups","hitChildren"
"EHA05","True","False","Passenger","True","Mensch","Mitfahrer","59","largeGroups","hitChildren"
"EHA05","True","False","Passenger","True","Mensch","Mitfahrer","63","smallGroups","hitChildren"
"NAM09","True","False","PedLarge","True","Mensch","Beobachter","89","largeGroups","hitAdults"
"NAM09","True","False","PedLarge","True","Mensch","Beobachter","80","smallGroups","hitAdults"
"ATL03","False","True","PedLarge","True","Computer (AV)","Beobachter","39","smallGroups","hitAdults"
"ATL03","False","True","PedLarge","True","Computer (AV)","Beobachter","36","largeGroups","hitAdults"
"CSI05","True","True","Observer","True","Computer (AV)","Beobachter","72","smallGroups","hitChildren"
"CSI05","True","True","Observer","True","Computer (AV)","Beobachter","50","largeGroups","hitChildren"
"ERO06","False","False","Observer","True","Computer (AV)","Beobachter","0","smallGroups","hitAdults"
"ERO06","False","False","Observer","True","Computer (AV)","Beobachter","0","largeGroups","hitAdults"
"MNL02","False","True","PedSmall","True","Computer (AV)","Beobachter","84","largeGroups","hitChildren"
"MNL02","False","True","PedSmall","True","Computer (AV)","Beobachter","82","smallGroups","hitChildren"
"AGO07","True","True","Observer","True","Mensch","Mitfahrer","0","smallGroups","hitChildren"
"AGO07","True","True","Observer","True","Mensch","Mitfahrer","7","largeGroups","hitAdults"
"HRH29","True","False","Observer","True","Computer (AV)","Mitfahrer","72","smallGroups","hitAdults"
"HRH29","True","False","Observer","True","Computer (AV)","Mitfahrer","33","largeGroups","hitAdults"
"KSH02","True","True","PedLarge","True","Mensch","Fußgänger","9","smallGroups","hitAdults"
"KSH02","True","True","PedLarge","True","Mensch","Fußgänger","8","largeGroups","hitAdults"
"CNB12","True","True","Observer","True","Mensch","Fußgänger","82","smallGroups","hitChildren"
"CNB12","True","True","Observer","True","Mensch","Fußgänger","78","largeGroups","hitChildren"
"NRA05","False","False","Passenger","True","Computer (AV)","Mitfahrer","16","largeGroups","hitChildren"
"NRA05","False","False","Passenger","True","Computer (AV)","Mitfahrer","50","smallGroups","hitAdults"
"VDV10","True","True","Passenger","True","Computer (AV)","Mitfahrer","27","smallGroups","hitAdults"
"VDV10","True","True","Passenger","True","Computer (AV)","Mitfahrer","11","largeGroups","hitAdults"
"PFH05","False","False","PedSmall","True","Mensch","Fußgänger","0","largeGroups","hitAdults"
"PFH05","False","False","PedSmall","True","Mensch","Fußgänger","29","smallGroups","hitAdults"
"KGG05","True","True","PedSmall","True","Computer (AV)","Beobachter","100","smallGroups","hitChildren"
"KGG05","True","True","PedSmall","True","Computer (AV)","Beobachter","100","largeGroups","hitChildren"
"AGM10","False","True","PedLarge","True","Computer (AV)","Fußgänger","14","largeGroups","hitAdults"
"AGM10","False","True","PedLarge","True","Computer (AV)","Fußgänger","32","smallGroups","hitChildren"
"ESW04","False","False","PedLarge","True","Mensch","Beobachter","57","largeGroups","hitAdults"
"ESW04","False","False","PedLarge","True","Mensch","Beobachter","67","smallGroups","hitAdults"
"HGP03","True","True","Observer","True","Computer (AV)","Beobachter","0","smallGroups","hitAdults"
"HGP03","True","True","Observer","True","Computer (AV)","Beobachter","30","largeGroups","hitChildren"
"CKG07","True","False","PedLarge","True","Mensch","Fußgänger","36","smallGroups","hitAdults"
"CKG07","True","False","PedLarge","True","Mensch","Fußgänger","22","largeGroups","hitChildren"
"RZG09","False","False","PedSmall","True","Computer (AV)","Fußgänger","71","smallGroups","hitAdults"
"RZG09","False","False","PedSmall","True","Computer (AV)","Fußgänger","50","largeGroups","hitAdults"
"TLN07","True","True","Observer","True","Computer (AV)","Beobachter","58","largeGroups","hitChildren"
"TLN07","True","True","Observer","True","Computer (AV)","Beobachter","65","smallGroups","hitChildren"
"SSF12","True","False","Passenger","True","Mensch","Mitfahrer","79","largeGroups","hitAdults"
"SSF12","True","False","Passenger","True","Mensch","Mitfahrer","85","smallGroups","hitAdults"
"MRH11","True","True","Passenger","True","Computer (AV)","Fußgänger","10","largeGroups","hitAdults"
"MRH11","True","True","Passenger","True","Computer (AV)","Fußgänger","5","smallGroups","hitChildren"
"SHE11","False","False","Passenger","True","Computer (AV)","Mitfahrer","69","largeGroups","hitAdults"
"SHE11","False","False","Passenger","True","Computer (AV)","Mitfahrer","35","smallGroups","hitAdults"
"ULB06","True","True","Passenger","True","Computer (AV)","Mitfahrer","50","smallGroups","hitAdults"
"ULB06","True","True","Passenger","True","Computer (AV)","Mitfahrer","65","largeGroups","hitAdults"
"SHW08","False","True","PedLarge","True","Computer (AV)","Fußgänger","100","largeGroups","hitAdults"
"SHW08","False","True","PedLarge","True","Computer (AV)","Fußgänger","100","smallGroups","hitAdults"
"RGH10","True","True","Passenger","True","Computer (AV)","Mitfahrer","70","smallGroups","hitChildren"
"RGH10","True","True","Passenger","True","Computer (AV)","Mitfahrer","71","largeGroups","hitChildren"
"GKR01","True","False","Observer","True","Mensch","Mitfahrer","73","smallGroups","hitChildren"
"GKR01","True","False","Observer","True","Mensch","Mitfahrer","31","largeGroups","hitChildren"
"LLH06","True","False","PedLarge","True","Mensch","Beobachter","66","largeGroups","hitAdults"
"LLH06","True","False","PedLarge","True","Mensch","Beobachter","94","smallGroups","hitAdults"
"BFL08","True","True","Observer","True","Computer (AV)","Beobachter","36","smallGroups","hitAdults"
"BFL08","True","True","Observer","True","Computer (AV)","Beobachter","22","largeGroups","hitAdults"
"HZM07","False","False","Passenger","True","Computer (AV)","Mitfahrer","23","largeGroups","hitChildren"
"HZM07","False","False","Passenger","True","Computer (AV)","Mitfahrer","15","smallGroups","hitChildren"
"KNB10","True","True","PedLarge","True","Computer (AV)","Beobachter","50","smallGroups","hitAdults"
"KNB10","True","True","PedLarge","True","Computer (AV)","Beobachter","40","largeGroups","hitChildren"
"NRL06","True","False","Observer","True","Mensch","Mitfahrer","70","smallGroups","hitAdults"
"NRL06","True","False","Observer","True","Mensch","Mitfahrer","65","largeGroups","hitAdults"
"MLR09","False","True","Observer","True","Computer (AV)","Beobachter","15","largeGroups","hitAdults"
"MLR09","False","True","Observer","True","Computer (AV)","Beobachter","20","smallGroups","hitChildren"
"MNM08","False","True","PedSmall","True","Computer (AV)","Fußgänger","77","largeGroups","hitAdults"
"MNM08","False","True","PedSmall","True","Computer (AV)","Fußgänger","68","smallGroups","hitAdults"
"GFK09","True","False","PedLarge","True","Mensch","Beobachter","0","largeGroups","hitAdults"
"GFK09","True","False","PedLarge","True","Mensch","Beobachter","50","smallGroups","hitAdults"
"IRD09","False","True","PedLarge","True","Computer (AV)","Fußgänger","37","smallGroups","hitChildren"
"IRD09","False","True","PedLarge","True","Computer (AV)","Fußgänger","42","largeGroups","hitChildren"
"UDO10","False","False","PedLarge","False","Mensch","Fußgänger","29","largeGroups","hitAdults"
"UDO10","False","False","PedLarge","False","Mensch","Fußgänger","38","smallGroups","hitAdults"
